interaction_id,user_id,song_id,play_count,liked,skipped,rating,device,session_duration_sec,timestamp,engagement_score,is_positive,age,gender,preferred_genre,preferred_language,song_name,artist,genre,language,duration_sec,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo_bpm
I003252,U0055,S0421,3,1,0,4,Web,808,45811.67058,6.3,1,29,Female,Lo-Fi,Hindi,Song_0421,Artist_072,Classical,English,347,98,0.773,0.165,-13.72,0.244,0.263,0.018,0.619,0.075,90.8
I003253,U0026,S0319,4,1,0,4,Mobile,889,46090.13765,6.8,1,27,Female,R&B,English,Song_0319,Artist_031,Electronic,Hindi,306,19,0.329,0.228,-7.07,0.15,0.854,0.62,0.733,0.192,74.89
I003254,U0281,S0157,4,1,0,2,Mobile,216,45973.12867,5.4,0,35,Female,Rock,Spanish,Song_0157,Artist_085,R&B,Telugu,192,93,0.656,0.416,-3.72,0.277,0.044,0.699,0.166,0.414,138.54
I003255,U0804,S0188,5,1,0,2,Mobile,120,46079.1088,5.9,0,18,Male,Hip-Hop,English,Song_0188,Artist_028,Electronic,Hindi,304,58,0.258,0.588,-13.48,0.129,0.792,0.214,0.406,0.307,117.1
I003256,U0327,S0476,5,0,1,4,Mobile,338,45833.27211,3.3,0,43,Male,Pop,English,Song_0476,Artist_035,Pop,Telugu,334,83,0.468,0.521,-13.61,0.041,0.137,0.75,0.369,0.706,183.45
I003257,U0970,S0162,7,0,0,4,Mobile,326,45964.61572,6.3,0,26,Male,Pop,Hindi,Song_0162,Artist_045,R&B,English,163,23,0.91,0.187,-2.38,0.185,0.832,0.411,0.659,0.179,87.35
I003258,U0186,S0129,2,0,1,5,Tablet,183,45665.41036,2.5,0,48,Female,Classical,Telugu,Song_0129,Artist_003,Pop,English,279,32,0.241,0.635,-11.37,0.048,0.841,0.083,0.307,0.2,65.12
I003259,U0495,S0304,6,0,1,5,Tablet,655,45748.84486,4.5,0,44,Male,Classical,Telugu,Song_0304,Artist_048,R&B,English,249,31,0.577,0.241,-14.77,0.108,0.532,0.201,0.709,0.219,178.88
I003260,U0012,S0089,6,1,0,3,Desktop,525,45740.01419,7.1,0,39,Female,R&B,Telugu,Song_0089,Artist_044,Lo-Fi,Telugu,245,23,0.782,0.433,-11.6,0.258,0.793,0.544,0.501,0.224,96.71
I003261,U0641,S0383,4,1,0,5,Mobile,21,46092.04515,7.5,1,36,Female,Electronic,Hindi,Song_0383,Artist_091,Pop,Tamil,193,10,0.55,0.581,-7.18,0.249,0.553,0.428,0.651,0.454,154.35
I003262,U0884,S0405,7,1,0,4,Web,237,45721.59809,8.3,1,49,Female,Hip-Hop,English,Song_0405,Artist_059,Electronic,Telugu,284,57,0.236,0.469,-11.43,0.168,0.28,0.729,0.366,0.919,66.79
I003263,U0434,S0162,8,1,0,1,Desktop,251,46179.405,6.7,0,20,Female,Pop,English,Song_0162,Artist_045,R&B,English,163,23,0.91,0.187,-2.38,0.185,0.832,0.411,0.659,0.179,87.35
I003264,U0921,S0410,5,0,0,4,Web,463,45996.69473,5.3,0,26,Male,Pop,Hindi,Song_0410,Artist_002,Electronic,English,341,3,0.828,0.221,-7.66,0.175,0.648,0.808,0.117,0.633,60.15
I003265,U0208,S0036,4,1,0,5,Desktop,362,46226.09064,7.5,1,16,Female,Lo-Fi,English,Song_0036,Artist_011,Classical,Telugu,291,74,0.841,0.467,-10.96,0.126,0.657,0.548,0.766,0.823,176.55
I003266,U0133,S0227,6,1,0,5,Mobile,445,46017.15233,8.5,1,29,Male,R&B,Tamil,Song_0227,Artist_075,Rock,Hindi,217,43,0.309,0.581,-11.64,0.156,0.807,0.866,0.516,0.915,167.62
I003267,U0339,S0151,4,1,0,3,Mobile,112,45747.4697,6.1,0,36,Male,R&B,Hindi,Song_0151,Artist_069,R&B,English,220,4,0.431,0.661,-3.84,0.023,0.266,0.054,0.776,0.089,154.83
I003268,U0196,S0081,7,1,0,3,Web,271,45874.34346,7.6,0,54,Female,Hip-Hop,Tamil,Song_0081,Artist_091,Hip-Hop,Hindi,228,89,0.526,0.246,-2.24,0.163,0.947,0.687,0.602,0.78,69.86
I003269,U0262,S0047,2,1,1,5,Mobile,185,45730.21735,4.5,0,27,Female,Country,Spanish,Song_0047,Artist_044,R&B,Hindi,184,87,0.7,0.548,-5.51,0.204,0.506,0.57,0.237,0.056,189.82
I003270,U0282,S0490,2,1,1,2,Desktop,198,45739.81468,2.4,0,50,Male,Electronic,Telugu,Song_0490,Artist_020,Lo-Fi,English,353,15,0.499,0.2,-13.02,0.05,0.29,0.404,0.563,0.622,97.46
I003271,U0369,S0204,3,0,0,1,Mobile,672,46182.01064,2.2,0,40,Male,Classical,Hindi,Song_0204,Artist_094,R&B,English,340,15,0.25,0.381,-3.64,0.149,0.645,0.665,0.112,0.745,61.85
I003272,U0103,S0428,4,1,0,4,Mobile,881,46219.29674,6.8,1,50,Female,Indie,Telugu,Song_0428,Artist_073,Hip-Hop,English,160,87,0.512,0.161,-2.55,0.22,0.243,0.894,0.198,0.509,93.34
I003273,U0632,S0148,5,1,0,4,Web,754,46158.82515,7.3,1,48,Female,Pop,Spanish,Song_0148,Artist_059,Pop,Spanish,318,85,0.267,0.521,-5.44,0.225,0.268,0.01,0.438,0.801,187.26
I003274,U0183,S0231,4,0,0,4,Tablet,658,46167.18163,4.8,0,42,Female,Hip-Hop,English,Song_0231,Artist_032,Classical,Hindi,199,78,0.585,0.634,-12.46,0.223,0.576,0.616,0.315,0.297,171.69
I003275,U0423,S0027,5,1,0,3,Mobile,188,45757.66163,6.6,0,27,Female,Indie,Hindi,Song_0027,Artist_095,Rock,English,247,18,0.853,0.531,-8.2,0.12,0.492,0.279,0.685,0.861,72.48
I003276,U0009,S0490,3,0,0,1,Mobile,238,45709.23029,2.2,0,38,Male,Classical,English,Song_0490,Artist_020,Lo-Fi,English,353,15,0.499,0.2,-13.02,0.05,0.29,0.404,0.563,0.622,97.46
I003277,U0557,S0189,1,1,0,5,Mobile,59,45889.71615,6,1,34,Male,Hip-Hop,Tamil,Song_0189,Artist_089,Electronic,Spanish,177,78,0.374,0.613,-6.47,0.088,0.268,0.738,0.272,0.915,169.62
I003278,U0244,S0165,3,1,0,5,Desktop,462,45997.44531,7,1,55,Male,R&B,Hindi,Song_0165,Artist_020,Electronic,Spanish,252,61,0.779,0.247,-8.25,0.281,0.714,0.092,0.488,0.438,80.72
I003279,U0782,S0212,4,1,0,5,Web,237,46068.61098,7.5,1,25,Male,Lo-Fi,English,Song_0212,Artist_052,Indie,Telugu,315,4,0.51,0.556,-12.7,0.155,0.897,0.335,0.142,0.082,117.97
I003280,U0624,S0308,3,0,0,5,Mobile,419,45721.92453,5,0,23,Female,Electronic,Telugu,Song_0308,Artist_076,R&B,English,203,84,0.373,0.449,-11.13,0.069,0.169,0.184,0.529,0.261,113.65
I003281,U0567,S0075,4,1,0,5,Tablet,181,45773.47432,7.5,1,54,Female,Lo-Fi,Spanish,Song_0075,Artist_081,Lo-Fi,Tamil,172,90,0.763,0.176,-8.51,0.151,0.477,0.706,0.737,0.769,106.15
I003282,U0393,S0092,4,0,0,4,Mobile,540,45664.59204,4.8,0,21,Female,Rock,Tamil,Song_0092,Artist_060,Rock,Hindi,159,65,0.343,0.33,-12.14,0.041,0.326,0.076,0.047,0.681,154.26
I003283,U0527,S0062,5,1,0,4,Mobile,390,45956.78591,7.3,1,33,Male,Jazz,Hindi,Song_0062,Artist_013,Indie,English,210,18,0.442,0.322,-5.72,0.186,0.739,0.507,0.605,0.947,110.16
I003284,U0037,S0066,1,1,1,2,Mobile,288,45954.41818,1.9,0,52,Male,R&B,Telugu,Song_0066,Artist_076,Electronic,English,229,44,0.254,0.733,-13.13,0.101,0.736,0.814,0.483,0.298,61.86
I003285,U0178,S0408,4,1,0,5,Mobile,810,45795.28608,7.5,1,56,Male,Country,English,Song_0408,Artist_073,Hip-Hop,English,160,97,0.338,0.235,-2.76,0.28,0.811,0.813,0.12,0.617,144.12
I003286,U0639,S0080,5,1,1,3,Mobile,182,45905.29701,4.6,0,36,Other,Lo-Fi,Hindi,Song_0080,Artist_090,Jazz,Spanish,257,40,0.88,0.261,-6.09,0.125,0.311,0.22,0.187,0.367,188.72
I003287,U0629,S0140,4,0,0,5,Mobile,268,45670.31662,5.5,0,28,Female,Country,English,Song_0140,Artist_078,Jazz,Hindi,303,15,0.542,0.826,-8.02,0.27,0.747,0.651,0.304,0.322,88.27
I003288,U0852,S0400,5,1,1,5,Mobile,437,45828.60782,6,0,22,Female,Hip-Hop,Telugu,Song_0400,Artist_005,Jazz,English,304,5,0.901,0.855,-7.35,0.298,0.421,0.548,0.624,0.977,113.33
I003289,U0072,S0420,5,1,0,5,Tablet,170,45939.59765,8,1,46,Female,Country,English,Song_0420,Artist_077,Hip-Hop,Hindi,242,44,0.248,0.459,-13.08,0.291,0.185,0.187,0.152,0.132,77.66
I003290,U0352,S0130,2,0,1,3,Mobile,474,46065.46655,1.1,0,37,Female,Lo-Fi,Hindi,Song_0130,Artist_098,Hip-Hop,English,204,15,0.548,0.371,-10.46,0.209,0.538,0.607,0.776,0.16,136.38
I003291,U0623,S0473,3,1,0,4,Web,415,46191.80755,6.3,1,43,Female,Hip-Hop,Hindi,Song_0473,Artist_027,Pop,English,200,18,0.35,0.158,-9.98,0.024,0.245,0.751,0.412,0.262,128.58
I003292,U0149,S0254,3,1,0,5,Desktop,581,46092.24653,7,1,54,Male,R&B,English,Song_0254,Artist_040,Rock,Tamil,326,39,0.878,0.312,-2.91,0.168,0.843,0.428,0.448,0.682,98.33
I003293,U0697,S0446,3,1,0,1,Web,21,45822.27316,4.2,0,16,Female,Country,English,Song_0446,Artist_042,Jazz,Spanish,294,62,0.481,0.517,-11.96,0.248,0.813,0.19,0.135,0.119,187.4
I003294,U0105,S0320,5,1,0,4,Desktop,158,46088.44084,7.3,1,20,Female,R&B,English,Song_0320,Artist_088,Jazz,English,241,30,0.202,0.943,-10.03,0.094,0.259,0.51,0.35,0.52,112.11
I003295,U0659,S0029,2,1,0,4,Tablet,826,45687.87267,5.8,1,25,Male,R&B,English,Song_0029,Artist_064,Jazz,Telugu,180,92,0.893,0.401,-9.62,0.244,0.323,0.73,0.081,0.154,67.06
I003296,U0221,S0476,5,0,0,5,Mobile,194,46248.85263,6,0,20,Male,Lo-Fi,Telugu,Song_0476,Artist_035,Pop,Telugu,334,83,0.468,0.521,-13.61,0.041,0.137,0.75,0.369,0.706,183.45
I003297,U0826,S0202,1,1,1,4,Mobile,52,46136.94219,3.3,0,41,Male,Rock,English,Song_0202,Artist_043,Rock,Hindi,337,15,0.366,0.708,-6.39,0.092,0.359,0.325,0.152,0.744,112.7
I003298,U0863,S0237,6,1,0,4,Mobile,743,46090.3294,7.8,1,43,Female,Electronic,Hindi,Song_0237,Artist_008,Electronic,English,234,79,0.931,0.56,-6.38,0.107,0.61,0.666,0.785,0.573,151.83
I003299,U0374,S0087,5,1,0,2,Tablet,810,45898.60013,5.9,0,60,Male,Lo-Fi,English,Song_0087,Artist_063,Indie,English,165,19,0.537,0.708,-3.92,0.214,0.826,0.024,0.108,0.797,153.02
I003300,U0518,S0096,4,0,0,3,Web,566,45979.32524,4.1,0,36,Female,Electronic,English,Song_0096,Artist_018,Classical,English,289,53,0.807,0.931,-6.55,0.102,0.667,0.823,0.585,0.206,137.2
I003301,U0260,S0287,1,1,1,5,Desktop,450,46222.19263,4,0,17,Female,Electronic,Tamil,Song_0287,Artist_036,Lo-Fi,Telugu,326,68,0.255,0.524,-14.05,0.195,0.04,0.018,0.04,0.308,67.32
I003302,U0299,S0339,3,0,0,4,Desktop,670,46015.92332,4.3,0,35,Male,Rock,English,Song_0339,Artist_015,Classical,Hindi,217,96,0.838,0.62,-11.83,0.048,0.144,0.881,0.229,0.28,69.57
I003303,U0861,S0399,1,1,1,3,Mobile,539,45943.15086,2.6,0,40,Male,Jazz,Tamil,Song_0399,Artist_064,Hip-Hop,Telugu,233,28,0.275,0.654,-10.93,0.234,0.715,0.127,0.244,0.308,64.53
I003304,U0042,S0439,3,1,0,1,Mobile,779,45971.46584,4.2,0,33,Male,Electronic,English,Song_0439,Artist_055,Jazz,English,187,20,0.813,0.411,-2.84,0.054,0.624,0.155,0.272,0.931,125.22
I003305,U0771,S0289,5,1,0,4,Mobile,22,45876.84786,7.3,1,48,Male,R&B,English,Song_0289,Artist_013,Lo-Fi,Tamil,212,64,0.831,0.62,-9.87,0.232,0.796,0.097,0.533,0.374,135.26
I003306,U0897,S0252,3,0,1,4,Tablet,393,45925.41672,2.3,0,52,Male,Lo-Fi,Hindi,Song_0252,Artist_085,Indie,English,222,46,0.787,0.317,-4.37,0.275,0.048,0.51,0.215,0.548,169.65
I003307,U0492,S0465,4,1,0,4,Mobile,192,46122.67414,6.8,1,25,Female,Jazz,Telugu,Song_0465,Artist_045,Classical,English,279,88,0.702,0.819,-8.31,0.139,0.649,0.011,0.094,0.406,148.48
I003308,U0439,S0180,2,1,0,1,Web,702,45939.50402,3.7,0,41,Female,Electronic,Spanish,Song_0180,Artist_046,Jazz,Telugu,341,54,0.869,0.196,-11.32,0.133,0.549,0.295,0.228,0.325,162.22
I003309,U0783,S0100,3,0,0,5,Mobile,334,45938.3389,5,0,32,Male,Indie,English,Song_0100,Artist_068,Electronic,English,254,5,0.546,0.951,-5.26,0.057,0.018,0.243,0.15,0.396,108.57
I003310,U0047,S0404,3,1,1,4,Web,403,45833.43987,4.3,0,41,Female,Hip-Hop,Tamil,Song_0404,Artist_056,Jazz,Spanish,197,70,0.336,0.202,-7.21,0.267,0.61,0.651,0.156,0.809,116.11
I003311,U0085,S0073,3,1,0,5,Desktop,426,45908.85442,7,1,60,Female,Classical,English,Song_0073,Artist_039,Electronic,Telugu,270,66,0.411,0.69,-13.77,0.274,0.441,0.071,0.52,0.208,96.79
I003312,U0686,S0422,2,1,0,3,Web,624,45992.89539,5.1,0,50,Male,Classical,English,Song_0422,Artist_063,Hip-Hop,Tamil,166,85,0.607,0.734,-7.46,0.197,0.763,0.431,0.409,0.786,160.9
I003313,U0058,S0131,3,0,1,1,Web,822,45696.41133,0.2,0,55,Female,Lo-Fi,Hindi,Song_0131,Artist_080,Rock,Spanish,271,13,0.632,0.176,-3,0.09,0.185,0.051,0.741,0.757,68.01
I003314,U0991,S0182,5,1,0,5,Mobile,799,46018.99644,8,1,26,Male,Rock,Spanish,Song_0182,Artist_008,Hip-Hop,English,205,56,0.541,0.638,-7.28,0.024,0.037,0.11,0.353,0.928,169.03
I003315,U0711,S0194,5,1,0,5,Web,159,45925.65995,8,1,16,Female,Lo-Fi,English,Song_0194,Artist_017,Hip-Hop,English,279,53,0.731,0.292,-12.8,0.292,0.674,0.062,0.183,0.149,86.84
I003316,U0209,S0018,5,1,0,4,Mobile,42,46114.19912,7.3,1,34,Male,Lo-Fi,Spanish,Song_0018,Artist_028,Hip-Hop,English,248,72,0.303,0.84,-3.96,0.052,0.131,0.884,0.306,0.098,130.15
I003317,U0248,S0471,6,0,0,3,Mobile,864,45805.942,5.1,0,16,Female,Lo-Fi,Telugu,Song_0471,Artist_015,Jazz,English,285,14,0.888,0.979,-3.88,0.176,0.121,0.393,0.077,0.428,65.65
I003318,U0211,S0126,3,1,1,5,Mobile,275,45935.3899,5,0,59,Female,Electronic,Telugu,Song_0126,Artist_094,Indie,English,334,40,0.925,0.22,-6.44,0.128,0.222,0.364,0.562,0.57,183.51
I003319,U0039,S0211,2,0,0,5,Mobile,806,45849.32869,4.5,0,36,Male,Classical,English,Song_0211,Artist_073,Rock,English,266,12,0.415,0.347,-10.37,0.298,0.428,0.216,0.268,0.402,145.77
I003320,U0252,S0007,5,1,0,5,Mobile,860,46147.96307,8,1,38,Male,Classical,English,Song_0007,Artist_056,Hip-Hop,English,331,86,0.6,0.258,-8.39,0.282,0.276,0.659,0.547,0.057,174.28
I003321,U0643,S0419,3,1,1,4,Mobile,130,46109.95689,4.3,0,52,Male,Rock,English,Song_0419,Artist_090,Country,English,280,52,0.469,0.733,-12.56,0.118,0.65,0.628,0.402,0.553,102.57
I003322,U0926,S0380,4,0,0,5,Mobile,592,46212.89054,5.5,0,53,Male,Lo-Fi,Hindi,Song_0380,Artist_047,Pop,Tamil,165,43,0.261,0.972,-8.95,0.279,0.536,0.295,0.352,0.294,143.2
I003323,U0803,S0114,1,0,0,5,Mobile,399,46159.42314,4,0,40,Male,Lo-Fi,Hindi,Song_0114,Artist_054,Electronic,English,354,82,0.644,0.742,-11.9,0.214,0.17,0.548,0.755,0.57,82.01
I003324,U0762,S0340,3,1,0,4,Web,209,46206.29649,6.3,1,49,Male,Pop,English,Song_0340,Artist_035,Classical,English,303,42,0.462,0.163,-8.91,0.023,0.611,0.654,0.724,0.785,141.78
I003325,U0953,S0084,4,0,0,4,Web,848,45908.0338,4.8,0,48,Male,Jazz,Hindi,Song_0084,Artist_077,Electronic,Hindi,345,19,0.759,0.582,-2.67,0.281,0.048,0.884,0.44,0.659,118.06
I003326,U0413,S0339,2,1,1,4,Mobile,37,46073.22564,3.8,0,45,Male,Jazz,Hindi,Song_0339,Artist_015,Classical,Hindi,217,96,0.838,0.62,-11.83,0.048,0.144,0.881,0.229,0.28,69.57
I003327,U0946,S0361,1,0,0,2,Mobile,484,45725.53667,1.9,0,53,Male,Classical,English,Song_0361,Artist_003,Jazz,English,236,58,0.536,0.703,-13.14,0.291,0.163,0.005,0.251,0.435,159.87
I003328,U0446,S0464,4,1,0,5,Mobile,846,45900.87691,7.5,1,20,Male,Electronic,English,Song_0464,Artist_078,Lo-Fi,English,168,68,0.222,0.677,-5.31,0.118,0.134,0.024,0.036,0.489,167.04
I003329,U0052,S0102,7,1,0,4,Mobile,324,45676.92465,8.3,1,59,Male,R&B,Spanish,Song_0102,Artist_089,Lo-Fi,Hindi,278,30,0.873,0.482,-6.81,0.162,0.061,0.554,0.407,0.757,147.23
I003330,U0374,S0469,4,1,0,5,Web,595,45820.51237,7.5,1,60,Male,Lo-Fi,English,Song_0469,Artist_072,Indie,English,247,51,0.335,0.729,-8.4,0.209,0.041,0.785,0.794,0.352,140.99
I003331,U0526,S0093,6,0,0,4,Web,770,45818.89455,5.8,0,51,Female,Electronic,English,Song_0093,Artist_071,Pop,English,327,12,0.381,0.6,-9.16,0.182,0.3,0.233,0.073,0.615,75.73
I003332,U0931,S0492,5,1,1,2,Mobile,378,45968.82446,3.9,0,41,Female,Classical,English,Song_0492,Artist_070,Classical,Spanish,331,24,0.474,0.661,-9.44,0.165,0.74,0.428,0.582,0.638,86.69
I003333,U0156,S0316,3,0,0,4,Desktop,135,46002.20177,4.3,0,47,Male,Classical,English,Song_0316,Artist_016,Country,Telugu,293,17,0.585,0.68,-8.73,0.268,0.129,0.316,0.035,0.242,86.9
I003334,U0954,S0102,6,1,0,5,Web,807,46087.94655,8.5,1,21,Female,Pop,Hindi,Song_0102,Artist_089,Lo-Fi,Hindi,278,30,0.873,0.482,-6.81,0.162,0.061,0.554,0.407,0.757,147.23
I003335,U0542,S0493,2,1,0,5,Mobile,780,45958.14666,6.5,1,35,Male,Indie,English,Song_0493,Artist_059,Jazz,Tamil,235,60,0.543,0.31,-5.47,0.103,0.714,0.62,0.203,0.852,152.58
I003336,U0090,S0251,2,1,0,5,Web,785,45963.44485,6.5,1,16,Male,Country,English,Song_0251,Artist_093,Hip-Hop,Telugu,166,35,0.733,0.704,-9.3,0.231,0.552,0.468,0.39,0.282,184.35
I003337,U0903,S0024,6,0,1,4,Desktop,746,46009.31487,3.8,0,19,Female,Hip-Hop,Hindi,Song_0024,Artist_026,Country,English,306,88,0.629,0.529,-7.42,0.196,0.451,0.683,0.682,0.069,61.43
I003338,U0679,S0485,4,1,0,5,Desktop,633,45661.71097,7.5,1,24,Male,Hip-Hop,Tamil,Song_0485,Artist_034,Jazz,Hindi,159,81,0.782,0.672,-11.96,0.074,0.388,0.564,0.665,0.097,187.18
I003339,U0351,S0477,3,1,0,3,Mobile,217,45814.07131,5.6,0,47,Male,Jazz,Hindi,Song_0477,Artist_060,Hip-Hop,English,276,12,0.215,0.521,-8.39,0.21,0.547,0.313,0.796,0.527,173.02
I003340,U0069,S0479,2,1,0,3,Mobile,315,45873.5672,5.1,0,25,Female,Rock,Hindi,Song_0479,Artist_069,Country,Telugu,222,17,0.937,0.913,-2.1,0.221,0.632,0.423,0.498,0.217,103.68
I003341,U0163,S0365,6,1,1,5,Mobile,425,45877.01537,6.5,0,21,Female,Country,English,Song_0365,Artist_049,R&B,Telugu,230,52,0.467,0.565,-3.9,0.215,0.94,0.408,0.595,0.179,168.14
I003342,U0242,S0500,5,1,0,4,Mobile,388,46050.38466,7.3,1,56,Male,Country,Hindi,Song_0500,Artist_013,Lo-Fi,Telugu,286,65,0.241,0.195,-5.85,0.211,0.375,0.145,0.161,0.103,155.47
I003343,U0495,S0167,4,1,0,4,Mobile,532,46170.80373,6.8,1,44,Male,Classical,Telugu,Song_0167,Artist_081,Indie,Tamil,220,80,0.446,0.858,-5.95,0.213,0.441,0.725,0.658,0.506,111.22
I003344,U0383,S0140,1,1,0,2,Mobile,316,46060.67071,3.9,0,43,Female,R&B,English,Song_0140,Artist_078,Jazz,Hindi,303,15,0.542,0.826,-8.02,0.27,0.747,0.651,0.304,0.322,88.27
I003345,U0052,S0094,2,1,0,4,Web,68,45962.67995,5.8,1,59,Male,R&B,Spanish,Song_0094,Artist_099,Lo-Fi,English,274,24,0.696,0.954,-4.65,0.2,0.029,0.017,0.07,0.416,81.93
I003346,U0654,S0181,3,0,0,5,Mobile,286,46167.63499,5,0,18,Male,R&B,Telugu,Song_0181,Artist_072,Electronic,Tamil,353,28,0.333,0.61,-3.54,0.149,0.782,0.774,0.541,0.59,174.62
I003347,U0063,S0064,10,1,1,5,Web,592,46050.29772,8.5,0,19,Male,Indie,Telugu,Song_0064,Artist_048,R&B,Tamil,317,72,0.728,0.454,-6.46,0.021,0.718,0.189,0.448,0.342,69.04
I003348,U0509,S0004,2,0,1,4,Web,389,46032.92778,1.8,0,49,Female,Rock,English,Song_0004,Artist_040,Hip-Hop,English,315,38,0.312,0.733,-6.61,0.17,0.801,0.461,0.081,0.9,152.96
I003349,U0292,S0094,3,0,0,5,Mobile,242,45824.31992,5,0,56,Other,Classical,Hindi,Song_0094,Artist_099,Lo-Fi,English,274,24,0.696,0.954,-4.65,0.2,0.029,0.017,0.07,0.416,81.93
I003350,U0091,S0389,4,1,0,4,Mobile,409,45840.79442,6.8,1,40,Male,Pop,English,Song_0389,Artist_023,Hip-Hop,Hindi,167,58,0.883,0.433,-7.06,0.145,0.8,0.432,0.231,0.94,158.21
I003351,U0664,S0272,5,1,0,4,Mobile,76,45990.51735,7.3,1,27,Female,Pop,Tamil,Song_0272,Artist_083,Lo-Fi,Telugu,175,31,0.736,0.708,-12.43,0.204,0.029,0.605,0.621,0.222,126.47
I003352,U0424,S0283,2,0,0,5,Mobile,690,46001.00352,4.5,0,16,Female,Rock,English,Song_0283,Artist_086,Indie,Hindi,168,57,0.456,0.163,-4.49,0.262,0.801,0.442,0.036,0.918,173.15
I003353,U0669,S0132,3,1,1,3,Desktop,497,46138.61786,3.6,0,51,Male,Classical,English,Song_0132,Artist_022,Hip-Hop,Telugu,246,5,0.432,0.249,-12.31,0.024,0.221,0.606,0.711,0.913,184.61
I003354,U0821,S0072,4,1,0,5,Desktop,784,46028.92728,7.5,1,56,Female,Classical,Telugu,Song_0072,Artist_063,Electronic,English,166,11,0.758,0.964,-14.36,0.088,0.849,0.154,0.72,0.421,175.38
I003355,U0365,S0304,4,0,0,4,Mobile,210,46143.46356,4.8,0,44,Male,Rock,Tamil,Song_0304,Artist_048,R&B,English,249,31,0.577,0.241,-14.77,0.108,0.532,0.201,0.709,0.219,178.88
I003356,U0150,S0392,7,1,1,1,Mobile,741,45701.06787,4.2,0,60,Female,Hip-Hop,Tamil,Song_0392,Artist_040,Hip-Hop,Telugu,272,92,0.327,0.707,-8.35,0.055,0.452,0.734,0.682,0.68,166.94
I003357,U0840,S0081,6,0,0,5,Web,131,46020.98041,6.5,0,30,Male,Country,Spanish,Song_0081,Artist_091,Hip-Hop,Hindi,228,89,0.526,0.246,-2.24,0.163,0.947,0.687,0.602,0.78,69.86
I003358,U0271,S0174,4,1,0,5,Mobile,223,46153.19606,7.5,1,18,Female,Indie,Hindi,Song_0174,Artist_017,Jazz,Telugu,246,97,0.84,0.589,-11.17,0.151,0.814,0.82,0.081,0.831,100.3
I003359,U0881,S0300,2,0,0,4,Mobile,337,45868.39142,3.8,0,33,Female,R&B,Telugu,Song_0300,Artist_028,Jazz,Telugu,267,56,0.804,0.425,-14.44,0.131,0.261,0.051,0.337,0.058,121.94
I003360,U0581,S0451,3,1,0,4,Desktop,522,45820.28638,6.3,1,24,Female,R&B,English,Song_0451,Artist_038,Country,English,150,39,0.434,0.347,-11.23,0.181,0.391,0.1,0.479,0.367,61.58
I003361,U0116,S0475,3,1,0,5,Mobile,153,45881.94075,7,1,38,Other,Rock,English,Song_0475,Artist_031,Hip-Hop,English,340,57,0.718,0.794,-7.17,0.296,0.492,0.686,0.739,0.325,169.01
I003362,U0704,S0052,3,1,0,5,Mobile,646,45822.35613,7,1,37,Male,Pop,English,Song_0052,Artist_065,R&B,Spanish,234,33,0.497,0.573,-5.45,0.203,0.213,0.655,0.579,0.441,180.21
I003363,U0516,S0290,3,1,0,4,Tablet,86,45763.90541,6.3,1,51,Male,Hip-Hop,English,Song_0290,Artist_052,Indie,English,280,94,0.725,0.689,-4.69,0.097,0.4,0.888,0.05,0.173,111.05
I003364,U0587,S0446,7,0,0,4,Mobile,518,45815.75001,6.3,0,28,Male,Lo-Fi,English,Song_0446,Artist_042,Jazz,Spanish,294,62,0.481,0.517,-11.96,0.248,0.813,0.19,0.135,0.119,187.4
I003365,U0914,S0237,5,0,0,3,Mobile,96,46131.77009,4.6,0,51,Female,Hip-Hop,Spanish,Song_0237,Artist_008,Electronic,English,234,79,0.931,0.56,-6.38,0.107,0.61,0.666,0.785,0.573,151.83
I003366,U0810,S0277,4,1,0,4,Web,653,46223.93328,6.8,1,34,Male,Pop,Tamil,Song_0277,Artist_056,Jazz,Spanish,326,98,0.439,0.318,-8.22,0.162,0.188,0.45,0.399,0.66,108.54
I003367,U0241,S0491,3,1,0,5,Desktop,550,46080.91656,7,1,22,Female,Jazz,Spanish,Song_0491,Artist_006,Indie,Hindi,163,28,0.339,0.91,-11.57,0.214,0.574,0.057,0.521,0.462,159.9
I003368,U0030,S0280,2,0,0,3,Tablet,629,46041.30578,3.1,0,42,Male,R&B,English,Song_0280,Artist_038,Rock,Tamil,280,49,0.26,0.702,-5.52,0.101,0.157,0.61,0.764,0.273,180.99
I003369,U0143,S0044,2,0,0,4,Web,480,45941.4092,3.8,0,54,Male,Indie,Hindi,Song_0044,Artist_040,Jazz,English,296,98,0.601,0.949,-10.63,0.258,0.624,0.034,0.729,0.657,108.78
I003370,U0326,S0370,5,1,0,3,Mobile,155,46044.98757,6.6,0,59,Male,Hip-Hop,Hindi,Song_0370,Artist_038,Electronic,English,169,63,0.376,0.226,-2,0.067,0.876,0.352,0.747,0.547,181.03
I003371,U0695,S0254,6,0,0,4,Mobile,333,46236.66367,5.8,0,20,Male,Lo-Fi,Telugu,Song_0254,Artist_040,Rock,Tamil,326,39,0.878,0.312,-2.91,0.168,0.843,0.428,0.448,0.682,98.33
I003372,U0949,S0425,5,1,0,5,Web,642,45658.03602,8,1,51,Male,Country,Telugu,Song_0425,Artist_054,Indie,English,221,87,0.359,0.286,-8.04,0.208,0.309,0.112,0.455,0.11,99.7
